dataset,metric,type,value,layer,temperature
medmcqa_med,NLL,temp_sampling,1.199607253074646,28.0,0.5
medmcqa_med,ECE,temp_sampling,0.05051572248339653,28.0,0.5
medmcqa_med,MCE,temp_sampling,0.13387596607208252,28.0,0.5
obqa,ACC,temp_sampling,0.7300000190734863,25.0,0.7
obqa,NLL,temp_sampling,0.6832794547080994,25.0,0.7
obqa,ECE,temp_sampling,0.06442039459943771,25.0,0.7
obqa,MCE,temp_sampling,0.20411264896392822,25.0,0.7
sciq,ACC,temp_sampling,0.8759999871253967,31.0,0.5
sciq,NLL,temp_sampling,0.2999165952205658,31.0,0.5
sciq,ECE,temp_sampling,0.022134941071271896,31.0,0.5
sciq,MCE,temp_sampling,0.36290624737739563,31.0,0.5
medmcqa_med,ACC,temp_sampling,0.4819999933242798,23.0,0.3
medmcqa_med,NLL,temp_sampling,1.1779217720031738,23.0,0.3
medmcqa_med,ECE,temp_sampling,0.05137452483177185,23.0,0.3
medmcqa_med,MCE,temp_sampling,0.1476370245218277,23.0,0.3
medmcqa_med,ACC,temp_sampling,0.4659999907016754,26.0,0.7
medmcqa_med,NLL,temp_sampling,1.183234453201294,26.0,0.7
medmcqa_med,ECE,temp_sampling,0.04982383921742439,26.0,0.7
medmcqa_med,MCE,temp_sampling,0.1652490496635437,26.0,0.7
sciq,ACC,temp_sampling,0.8820000290870667,25.0,0.5
sciq,NLL,temp_sampling,0.30760374665260315,25.0,0.5
sciq,ECE,temp_sampling,0.02592998370528221,25.0,0.5
sciq,MCE,temp_sampling,0.35287636518478394,25.0,0.5
obqa,ACC,temp_sampling,0.722000002861023,22.0,1.0
obqa,NLL,temp_sampling,0.661205530166626,22.0,1.0
obqa,ECE,temp_sampling,0.041969604790210724,22.0,1.0
obqa,MCE,temp_sampling,0.14435988664627075,22.0,1.0
sciq,ACC,temp_sampling,0.8859999775886536,29.0,0.7
sciq,NLL,temp_sampling,0.2954600155353546,29.0,0.7
sciq,ECE,temp_sampling,0.02128405123949051,29.0,0.7
sciq,MCE,temp_sampling,0.17022627592086792,29.0,0.7
medmcqa_med,ACC,temp_sampling,0.47999998927116394,23.0,1.0
medmcqa_med,NLL,temp_sampling,1.1811096668243408,23.0,1.0
medmcqa_med,ECE,temp_sampling,0.01625092513859272,23.0,1.0
medmcqa_med,MCE,temp_sampling,0.09690994024276733,23.0,1.0
obqa,ACC,temp_sampling,0.7379999756813049,27.0,0.7
obqa,NLL,temp_sampling,0.6913243532180786,27.0,0.7
obqa,ECE,temp_sampling,0.0507214330136776,27.0,0.7
obqa,MCE,temp_sampling,0.11994069814682007,27.0,0.7
obqa,ACC,temp_sampling,0.7319999933242798,22.0,0.3
obqa,NLL,temp_sampling,0.6485878229141235,22.0,0.3
obqa,ECE,temp_sampling,0.051932379603385925,22.0,0.3
obqa,MCE,temp_sampling,0.7168684005737305,22.0,0.3
medmcqa_med,ACC,temp_sampling,0.49000000953674316,24.0,0.7
medmcqa_med,NLL,temp_sampling,1.1873811483383179,24.0,0.7
medmcqa_med,ECE,temp_sampling,0.06431497633457184,24.0,0.7
medmcqa_med,MCE,temp_sampling,0.07658535242080688,24.0,0.7
obqa,ACC,temp_sampling,0.734000027179718,29.0,0.5
obqa,NLL,temp_sampling,0.6514517664909363,29.0,0.5
obqa,ECE,temp_sampling,0.031195303425192833,29.0,0.5
obqa,MCE,temp_sampling,0.2905609607696533,29.0,0.5
medmcqa_med,ACC,temp_sampling,0.4779999852180481,30.0,0.7
medmcqa_med,NLL,temp_sampling,1.1743559837341309,30.0,0.7
medmcqa_med,ECE,temp_sampling,0.04420795664191246,30.0,0.7
medmcqa_med,MCE,temp_sampling,0.12247639894485474,30.0,0.7
sciq,ACC,temp_sampling,0.8799999952316284,27.0,0.5
sciq,NLL,temp_sampling,0.29045018553733826,27.0,0.5
sciq,ECE,temp_sampling,0.018768025562167168,27.0,0.5
sciq,MCE,temp_sampling,0.3198045492172241,27.0,0.5
sciq,ACC,temp_sampling,0.8820000290870667,22.0,0.1
sciq,NLL,temp_sampling,0.2956734597682953,22.0,0.1
sciq,ECE,temp_sampling,0.0312582366168499,22.0,0.1
sciq,MCE,temp_sampling,0.32578927278518677,22.0,0.1
obqa,ACC,temp_sampling,0.7260000109672546,22.0,0.7
obqa,NLL,temp_sampling,0.654569149017334,22.0,0.7
obqa,ECE,temp_sampling,0.052060339599847794,22.0,0.7
obqa,MCE,temp_sampling,0.7166025638580322,22.0,0.7
obqa,ACC,temp_sampling,0.7379999756813049,27.0,0.3
obqa,NLL,temp_sampling,0.6861556768417358,27.0,0.3
obqa,ECE,temp_sampling,0.04555372893810272,27.0,0.3
obqa,MCE,temp_sampling,0.29741615056991577,27.0,0.3
sciq,ACC,temp_sampling,0.8840000033378601,29.0,0.3
sciq,NLL,temp_sampling,0.29545482993125916,29.0,0.3
sciq,ECE,temp_sampling,0.03126463666558266,29.0,0.3
sciq,MCE,temp_sampling,0.2418912798166275,29.0,0.3
medmcqa_med,ACC,temp_sampling,0.47600001096725464,26.0,1.0
medmcqa_med,NLL,temp_sampling,1.1838513612747192,26.0,1.0
medmcqa_med,ECE,temp_sampling,0.042327769100666046,26.0,1.0
medmcqa_med,MCE,temp_sampling,0.07460260391235352,26.0,1.0
medmcqa_med,ACC,temp_sampling,0.4819999933242798,30.0,0.3
medmcqa_med,NLL,temp_sampling,1.1736201047897339,30.0,0.3
medmcqa_med,ECE,temp_sampling,0.045491792261600494,30.0,0.3
medmcqa_med,MCE,temp_sampling,0.1043548583984375,30.0,0.3
sciq,ACC,temp_sampling,0.8859999775886536,22.0,0.5
sciq,NLL,temp_sampling,0.3015845715999603,22.0,0.5
sciq,ECE,temp_sampling,0.025921575725078583,22.0,0.5
sciq,MCE,temp_sampling,0.3352302014827728,22.0,0.5
obqa,ACC,temp_sampling,0.7319999933242798,25.0,1.0
obqa,NLL,temp_sampling,0.6882959008216858,25.0,1.0
obqa,ECE,temp_sampling,0.06291773170232773,25.0,1.0
obqa,MCE,temp_sampling,0.7119929194450378,25.0,1.0
sciq,ACC,temp_sampling,0.8820000290870667,27.0,0.1
sciq,NLL,temp_sampling,0.2909058928489685,27.0,0.1
sciq,ECE,temp_sampling,0.021933794021606445,27.0,0.1
sciq,MCE,temp_sampling,0.3496279716491699,27.0,0.1
medmcqa_med,ACC,temp_sampling,0.5019999742507935,24.0,0.3
medmcqa_med,NLL,temp_sampling,1.1845160722732544,24.0,0.3
medmcqa_med,ECE,temp_sampling,0.07701431214809418,24.0,0.3
medmcqa_med,MCE,temp_sampling,0.15994060039520264,24.0,0.3
obqa,ACC,temp_sampling,0.7379999756813049,29.0,0.1
obqa,NLL,temp_sampling,0.6507713198661804,29.0,0.1
obqa,ECE,temp_sampling,0.025788359344005585,29.0,0.1
obqa,MCE,temp_sampling,0.29429328441619873,29.0,0.1
obqa,ACC,temp_sampling,0.7120000123977661,31.0,1.0
obqa,NLL,temp_sampling,0.6719935536384583,31.0,1.0
obqa,ECE,temp_sampling,0.04093894362449646,31.0,1.0
obqa,MCE,temp_sampling,0.11371374130249023,31.0,1.0
obqa,ACC,temp_sampling,0.734000027179718,23.0,0.5
obqa,NLL,temp_sampling,0.6581893563270569,23.0,0.5
obqa,ECE,temp_sampling,0.027957357466220856,23.0,0.5
obqa,MCE,temp_sampling,0.2895338535308838,23.0,0.5
sciq,ACC,temp_sampling,0.8759999871253967,24.0,1.0
sciq,NLL,temp_sampling,0.30477115511894226,24.0,1.0
sciq,ECE,temp_sampling,0.026246938854455948,24.0,1.0
sciq,MCE,temp_sampling,0.2836073338985443,24.0,1.0
obqa,ACC,temp_sampling,0.7440000176429749,26.0,0.1
obqa,NLL,temp_sampling,0.6475419402122498,26.0,0.1
obqa,ECE,temp_sampling,0.030278347432613373,26.0,0.1
obqa,MCE,temp_sampling,0.11514866352081299,26.0,0.1
sciq,ACC,temp_sampling,0.8840000033378601,30.0,1.0
sciq,NLL,temp_sampling,0.2959887683391571,30.0,1.0
sciq,ECE,temp_sampling,0.030536383390426636,30.0,1.0
sciq,MCE,temp_sampling,0.46551331877708435,30.0,1.0
sciq,ACC,temp_sampling,0.8859999775886536,28.0,0.1
sciq,NLL,temp_sampling,0.29761600494384766,28.0,0.1
sciq,ECE,temp_sampling,0.017716839909553528,28.0,0.1
sciq,MCE,temp_sampling,0.20697364211082458,28.0,0.1
sciq,ACC,temp_sampling,0.8659999966621399,23.0,0.7
sciq,NLL,temp_sampling,0.3012658655643463,23.0,0.7
sciq,ECE,temp_sampling,0.02168172225356102,23.0,0.7
sciq,MCE,temp_sampling,0.356661856174469,23.0,0.7
sciq,ACC,temp_sampling,0.8859999775886536,26.0,0.3
sciq,NLL,temp_sampling,0.29663434624671936,26.0,0.3
sciq,ECE,temp_sampling,0.0181441530585289,26.0,0.3
sciq,MCE,temp_sampling,0.28908953070640564,26.0,0.3
medmcqa_med,ACC,temp_sampling,0.49399998784065247,31.0,0.1
medmcqa_med,NLL,temp_sampling,1.1787980794906616,31.0,0.1
medmcqa_med,ECE,temp_sampling,0.06297021359205246,31.0,0.1
medmcqa_med,MCE,temp_sampling,0.25967520475387573,31.0,0.1
medmcqa_med,ACC,temp_sampling,0.4779999852180481,29.0,1.0
medmcqa_med,NLL,temp_sampling,1.1815422773361206,29.0,1.0
medmcqa_med,ECE,temp_sampling,0.04402961581945419,29.0,1.0
medmcqa_med,MCE,temp_sampling,0.13101166486740112,29.0,1.0
obqa,ACC,temp_sampling,0.7379999756813049,28.0,0.3
obqa,NLL,temp_sampling,0.6523470282554626,28.0,0.3
obqa,ECE,temp_sampling,0.03134814649820328,28.0,0.3
obqa,MCE,temp_sampling,0.2867954969406128,28.0,0.3
medmcqa_med,ACC,temp_sampling,0.49799999594688416,25.0,0.1
medmcqa_med,NLL,temp_sampling,1.1705622673034668,25.0,0.1
medmcqa_med,ECE,temp_sampling,0.04437481611967087,25.0,0.1
medmcqa_med,MCE,temp_sampling,0.06513571739196777,25.0,0.1
sciq,ACC,temp_sampling,0.8859999775886536,28.0,0.5
sciq,NLL,temp_sampling,0.2974720299243927,28.0,0.5
sciq,ECE,temp_sampling,0.021243562921881676,28.0,0.5
sciq,MCE,temp_sampling,0.10304141044616699,28.0,0.5
obqa,ACC,temp_sampling,0.75,26.0,0.5
obqa,NLL,temp_sampling,0.6452441811561584,26.0,0.5
obqa,ECE,temp_sampling,0.035482440143823624,26.0,0.5
obqa,MCE,temp_sampling,0.2780904769897461,26.0,0.5
obqa,ACC,temp_sampling,0.7360000014305115,23.0,0.1
obqa,NLL,temp_sampling,0.6565454602241516,23.0,0.1
obqa,ECE,temp_sampling,0.03116343542933464,23.0,0.1
obqa,MCE,temp_sampling,0.29242363572120667,23.0,0.1
obqa,ACC,temp_sampling,0.7379999756813049,28.0,0.7
obqa,NLL,temp_sampling,0.6529796123504639,28.0,0.7
obqa,ECE,temp_sampling,0.028961118310689926,28.0,0.7
obqa,MCE,temp_sampling,0.281181275844574,28.0,0.7
medmcqa_med,ACC,temp_sampling,0.4959999918937683,25.0,0.5
medmcqa_med,NLL,temp_sampling,1.1725417375564575,25.0,0.5
medmcqa_med,ECE,temp_sampling,0.057632703334093094,25.0,0.5
medmcqa_med,MCE,temp_sampling,0.12082576751708984,25.0,0.5
sciq,ACC,temp_sampling,0.8840000033378601,26.0,0.7
sciq,NLL,temp_sampling,0.2928323447704315,26.0,0.7
sciq,ECE,temp_sampling,0.01668303646147251,26.0,0.7
sciq,MCE,temp_sampling,0.3337348699569702,26.0,0.7
sciq,ACC,temp_sampling,0.8820000290870667,23.0,0.3
sciq,NLL,temp_sampling,0.29780665040016174,23.0,0.3
sciq,ECE,temp_sampling,0.014506777748465538,23.0,0.3
sciq,MCE,temp_sampling,0.28843167424201965,23.0,0.3
medmcqa_med,ACC,temp_sampling,0.5059999823570251,31.0,0.5
medmcqa_med,NLL,temp_sampling,1.183631420135498,31.0,0.5
medmcqa_med,ECE,temp_sampling,0.08002618700265884,31.0,0.5
medmcqa_med,MCE,temp_sampling,0.16352665424346924,31.0,0.5
